,imgSrc,detailUrl,address,addressCity,addressZipcode,beds,baths,price,latitude,longitude,homeType
10,https://photos.zillowstatic.com/fp/738f0093a9ebd540483521254f60d911-p_e.jpg,https://www.zillow.com/homedetails/7-Brimley-Rd-S-E31-Toronto-ON-M1M-3W3/2069399915_zpid/,"7 Brimley Rd S #E31, Toronto, ON M1M 3W3",Toronto,M1M3W3,1,1,299999,43.7145,-79.45351,CONDO
11,https://photos.zillowstatic.com/fp/f886851510b063a88922a2881f462f00-p_e.jpg,https://www.zillow.com/homedetails/17-Caddy-Dr-Toronto-ON-M1G-2E9/2062399036_zpid/,"17 Caddy Dr, Toronto, ON M1G 2E9",Toronto,M1G2E9,3,2,924900,43.641552,-79.424515,CONDO
12,https://photos.zillowstatic.com/fp/2526282e0ca6f5d0263157790980c45b-p_e.jpg,https://www.zillow.com/homedetails/441-Jane-St-109-Toronto-ON-M6S-3Z9/2062398894_zpid/,"441 Jane St #109, Toronto, ON M6S 3Z9",Toronto,M6S3Z9,2,2,769000,43.58977,-79.54517,CONDO
13,https://photos.zillowstatic.com/fp/79fe2faa6e0946fabe166e538e04d06d-p_e.jpg,https://www.zillow.com/homedetails/121-Forest-Heights-Blvd-Toronto-ON-M2L-2K7/2063164499_zpid/,"121 Forest Heights Blvd, Toronto, ON M2L 2K7",Toronto,M2L2K7,4,6,7288000,43.78004,-79.41268,CONDO
14,https://photos.zillowstatic.com/fp/88cb880d753ec6ed006fe0e9e8d98974-p_e.jpg,https://www.zillow.com/homedetails/371-Orton-Park-Rd-90-Toronto-ON-M1G-3V1/2063238445_zpid/,"371 Orton Park Rd #90, Toronto, ON M1G 3V1",Toronto,M1G3V1,4,2,649900,43.719334,-79.33631,CONDO
15,https://photos.zillowstatic.com/fp/d4105822794749c8798afdd0232aca44-p_e.jpg,https://www.zillow.com/homedetails/25-Sunrise-Ave-402-Toronto-ON-M4A-2S2/2062401776_zpid/,"25 Sunrise Ave #402, Toronto, ON M4A 2S2",Toronto,M4A2S2,3,2,683000,0,0,CONDO
16,https://photos.zillowstatic.com/fp/eca394ec9310846ff2c4cb87ab719adc-p_e.jpg,https://www.zillow.com/homedetails/25-Knowlton-Dr-Toronto-ON-M1M-2G8/2062396712_zpid/,"25 Knowlton Dr, Toronto, ON M1M 2G8",Toronto,M1M2G8,3,2,1185000,43.764618,-79.49201,CONDO
17,https://photos.zillowstatic.com/fp/db80a1905f6ab059195302e3e20853e1-p_e.jpg,https://www.zillow.com/homedetails/4-Princeway-Dr-Toronto-ON-M1R-2V9/2062401824_zpid/,"4 Princeway Dr, Toronto, ON M1R 2V9",Toronto,M1R2V9,3,2,799000,43.770447,-79.5201,CONDO
18,https://photos.zillowstatic.com/fp/44b2496c25b5b0a0eb9d41488b3dd195-p_e.jpg,https://www.zillow.com/homedetails/2-Lynch-Rd-Toronto-ON-M2J-2V5/2062403181_zpid/,"2 Lynch Rd, Toronto, ON M2J 2V5",Toronto,M2J2V5,3,2,999000,43.593613,-79.535904,CONDO
19,https://photos.zillowstatic.com/fp/a22b4f4811e428acee8b5435f54e2c08-p_e.jpg,https://www.zillow.com/homedetails/50-Sunny-Glenway-110-Toronto-ON-M3C-2Z2/2065457919_zpid/,"50 Sunny Glenway #110, Toronto, ON M3C 2Z2",Toronto,M3C2Z2,4,2,750000,43.780964,-79.24979,CONDO
20,https://photos.zillowstatic.com/fp/b5bbda19848e563d149a4c0a059fd613-p_e.jpg,https://www.zillow.com/homedetails/68-Abell-St-720-Toronto-ON-M6J-0B1/2066645045_zpid/,"68 Abell St #720, Toronto, ON M6J 0B1",Toronto,M6J0B1,1,1,13275,43.769455,-79.51981,CONDO
21,https://photos.zillowstatic.com/fp/112671603f5cd5cb0321d086e40194e8-p_e.jpg,https://www.zillow.com/homedetails/88-Harbour-St-2405-Toronto-ON-M5J-0C3/2078481741_zpid/,"88 Harbour St #2405, Toronto, ON M5J 0C3",Toronto,M5J0C3,1,1,689000,43.74851,-79.5059,CONDO
22,https://photos.zillowstatic.com/fp/589ebd9063be8fcc41b612d469d7de45-p_e.jpg,https://www.zillow.com/homedetails/16-Guildpark-Ptwy-Toronto-ON-M1J-3P1/2062403177_zpid/,"16 Guildpark Ptwy, Toronto, ON M1J 3P1",Toronto,M1J3P1,3,3,849000,43.770447,-79.5201,CONDO
23,https://photos.zillowstatic.com/fp/cc04ac4c7372b878d0c93d222d369771-p_e.jpg,https://www.zillow.com/homedetails/29-Mulock-Ave-Toronto-ON-M6N-3C3/2062396702_zpid/,"29 Mulock Ave, Toronto, ON M6N 3C3",Toronto,M6N3C3,5,2,999000,43.770447,-79.5201,CONDO
24,https://photos.zillowstatic.com/fp/af40fbbc467f9f88aff59a46533a4669-p_e.jpg,https://www.zillow.com/homedetails/19-High-Point-Rd-Toronto-ON-M3B-2A3/2066406561_zpid/,"19 High Point Rd, Toronto, ON M3B 2A3",Toronto,M3B2A3,6,14,25000000,43.706276,-79.231865,TOWNHOUSE
25,https://photos.zillowstatic.com/fp/38883c57bcae3586e26edd06d926b913-p_e.jpg,https://www.zillow.com/homedetails/36-Pritchard-Ave-Toronto-ON-M6N-1T3/2062396697_zpid/,"36 Pritchard Ave, Toronto, ON M6N 1T3",Toronto,M6N1T3,4,2,899900,43.74851,-79.5059,CONDO
26,https://photos.zillowstatic.com/fp/ae10548f570d5e4faad4c70cbc296ba2-p_e.jpg,https://www.zillow.com/homedetails/75-Rameau-Dr-3-Toronto-ON-M2H-1T6/2062396668_zpid/,"75 Rameau Dr #3, Toronto, ON M2H 1T6",Toronto,M2H1T6,3,3,999988,0,0,APARTMENT
27,https://photos.zillowstatic.com/fp/d458e4d93e1a3fbc1fb91b42d6e18dde-p_e.jpg,https://www.zillow.com/homedetails/53-Valley-Stream-Dr-Toronto-ON-M1V-2A4/2062396727_zpid/,"53 Valley Stream Dr, Toronto, ON M1V 2A4",Toronto,M1V2A4,3,3,988000,43.769455,-79.51981,CONDO
28,"https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=43.752479553222656,-79.25090026855469&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=HLHhKd5E2JMKIBqTcZqqgAWpoZc=",https://www.zillow.com/homedetails/32-Anticosti-Dr-Toronto-ON-M1J-1V5/2062401332_zpid/,"32 Anticosti Dr, Toronto, ON M1J 1V5",Toronto,M1J1V5,3,2,899000,43.70731,-79.465744,CONDO
29,https://photos.zillowstatic.com/fp/d7fc769922ddee938a4f08eacb39b28b-p_e.jpg,https://www.zillow.com/homedetails/111-Caroline-Ave-Toronto-ON-M4M-2X6/2062396736_zpid/,"111 Caroline Ave, Toronto, ON M4M 2X6",Toronto,M4M2X6,3,1,999900,43.643013,-79.406204,CONDO
30,https://photos.zillowstatic.com/fp/76e7f3fc3d5e7e553ae706a075243c98-p_e.jpg,https://www.zillow.com/homedetails/30-Meadowacres-Dr-Toronto-ON-M1T-1B2/2064085794_zpid/,"30 Meadowacres Dr, Toronto, ON M1T 1B2",Toronto,M1T1B2,4,5,2150000,43.64635,-79.39363,CONDO
31,https://photos.zillowstatic.com/fp/48f71c51f0b79b1a02096a4b1880a4ba-p_e.jpg,https://www.zillow.com/homedetails/35-Mervyn-Ave-Toronto-ON-M9B-1N2/2062396694_zpid/,"35 Mervyn Ave, Toronto, ON M9B 1N2",Toronto,M9B1N2,4,2,1299900,43.65096,-79.36789,CONDO
32,https://photos.zillowstatic.com/fp/aa39dbe4f10bb80fb35ec6581d261ed8-p_e.jpg,https://www.zillow.com/homedetails/33-Tweedrock-Cres-Toronto-ON-M1E-4L4/2068556395_zpid/,"33 Tweedrock Cres, Toronto, ON M1E 4L4",Toronto,M1E4L4,3,3,999999,43.77824,-79.41777,CONDO
33,https://photos.zillowstatic.com/fp/918d5c2fbd57dc6d4ff2d97aff3566cd-p_e.jpg,https://www.zillow.com/homedetails/31-Tippett-Rd-461-Toronto-ON-M3H-0C8/2062396671_zpid/,"31 Tippett Rd #461, Toronto, ON M3H 0C8",Toronto,M3H0C8,2,1,599900,0,0,CONDO
34,https://photos.zillowstatic.com/fp/992433622d5d78011bdad1b78215b817-p_e.jpg,https://www.zillow.com/homedetails/45-Bayview-Rdg-Toronto-ON-M2L-1E3/2065558569_zpid/,"45 Bayview Rdg, Toronto, ON M2L 1E3",Toronto,M2L1E3,6,10,24500000,43.637943,-79.42186,CONDO
35,https://photos.zillowstatic.com/fp/e607f52634a0d11b7340eddc8d668a2c-p_e.jpg,https://www.zillow.com/homedetails/103-Lynvalley-Cres-Toronto-ON-M1R-2V1/2062411655_zpid/,"103 Lynvalley Cres, Toronto, ON M1R 2V1",Toronto,M1R2V1,3,2,899900,43.648827,-79.3781,CONDO
36,https://photos.zillowstatic.com/fp/5a85d9a17fa832a98c79b682873da8b9-p_e.jpg,https://www.zillow.com/homedetails/31-Applefield-Dr-Toronto-ON-M1P-3Y1/2062401131_zpid/,"31 Applefield Dr, Toronto, ON M1P 3Y1",Toronto,M1P3Y1,4,2,1099000,43.72163,-79.543816,CONDO
37,https://photos.zillowstatic.com/fp/aa1d3304c2172889f06f71f703777178-p_e.jpg,https://www.zillow.com/homedetails/1392-Islington-Ave-Toronto-ON-M9A-3K7/2062418128_zpid/,"1392 Islington Ave, Toronto, ON M9A 3K7",Toronto,M9A3K7,3,1,999000,43.78311,-79.41517,CONDO
38,https://photos.zillowstatic.com/fp/cb66b1b726fd145163cae5ea9448000b-p_e.jpg,https://www.zillow.com/homedetails/116-Seaton-St-Toronto-ON-M5A-2T3/2062401976_zpid/,"116 Seaton St, Toronto, ON M5A 2T3",Toronto,M5A2T3,4,4,1200000,43.77618,-79.18265,CONDO
39,https://photos.zillowstatic.com/fp/9a1478391ad7cba29201aecde8eb1f75-p_e.jpg,https://www.zillow.com/homedetails/106-Tecumseth-St-Toronto-ON-M6J-2H1/2062396734_zpid/,"106 Tecumseth St, Toronto, ON M6J 2H1",Toronto,M6J2H1,3,2,1298000,43.745888,-79.515816,CONDO
40,https://photos.zillowstatic.com/fp/1215fc4b84ba7a9ad14ce9173547fcee-p_e.jpg,https://www.zillow.com/homedetails/8-Packard-Blvd-W-Toronto-ON-M1P-4K1/2062419874_zpid/,"8 Packard Blvd W, Toronto, ON M1P 4K1",Toronto,M1P4K1,4,3,1299000,43.60879,-79.547585,CONDO
41,https://photos.zillowstatic.com/fp/10b1d8e3997701d2e4844ffe4d593e82-p_e.jpg,https://www.zillow.com/homedetails/302-Montrose-Ave-Toronto-ON-M6G-3G8/2062411656_zpid/,"302 Montrose Ave, Toronto, ON M6G 3G8",Toronto,M6G3G8,3,3,1149000,43.648827,-79.3781,CONDO
42,https://photos.zillowstatic.com/fp/e6a0698d9e231c8d4d272ffb39087f09-p_e.jpg,https://www.zillow.com/homedetails/127-Regent-Rd-Toronto-ON-M3K-1H5/2062411626_zpid/,"127 Regent Rd, Toronto, ON M3K 1H5",Toronto,M3K1H5,3,3,1289900,43.695618,-79.553856,CONDO
43,https://photos.zillowstatic.com/fp/ebc625d24851ca7e1d1ea8cb2dd23e97-p_e.jpg,https://www.zillow.com/homedetails/138-Hatherley-Rd-Toronto-ON-M6E-1W5/2065572614_zpid/,"138 Hatherley Rd, Toronto, ON M6E 1W5",Toronto,M6E1W5,3,2,999000,43.79012,-79.3928,CONDO
44,https://photos.zillowstatic.com/fp/6cb46cbc854225f5a5e113a3d93cd8e7-p_e.jpg,https://www.zillow.com/homedetails/1-Windal-Ave-Toronto-ON-M9N-2C2/2062411619_zpid/,"1 Windal Ave, Toronto, ON M9N 2C2",Toronto,M9N2C2,3,2,1169000,43.638775,-79.41172,CONDO
45,https://photos.zillowstatic.com/fp/5e02ee12b23590ac50e15e95b9294f6e-p_e.jpg,https://www.zillow.com/homedetails/18-Waterfield-Dr-Toronto-ON-M1P-3W5/2062396740_zpid/,"18 Waterfield Dr, Toronto, ON M1P 3W5",Toronto,M1P3W5,3,2,1390000,43.648827,-79.3781,CONDO
46,https://photos.zillowstatic.com/fp/c2b41da7d65acff2b2f4f9982862297c-p_e.jpg,https://www.zillow.com/homedetails/251-Manitoba-St-327-Toronto-ON-M8Y-0C7/2070071179_zpid/,"251 Manitoba St #327, Toronto, ON M8Y 0C7",Toronto,M8Y0C7,2,2,2900,43.59323,-79.53615,CONDO
47,https://photos.zillowstatic.com/fp/51f6de51ad6c408f4d6da8a6e5cad04f-p_e.jpg,https://www.zillow.com/homedetails/4-Beaumonde-Heights-Dr-Toronto-ON-M9V-1V8/2062637031_zpid/,"4 Beaumonde Heights Dr, Toronto, ON M9V 1V8",Toronto,M9V1V8,3,2,949900,0,0,CONDO
48,https://photos.zillowstatic.com/fp/31d4151c167ea349aa3699a1086cac11-p_e.jpg,https://www.zillow.com/homedetails/119-Curzon-St-Toronto-ON-M4M-3B3/2063050009_zpid/,"119 Curzon St, Toronto, ON M4M 3B3",Toronto,M4M3B3,3,2,1300000,43.733185,-79.26924,CONDO
49,https://photos.zillowstatic.com/fp/a32e02f327473bc28e9fd5f0347d9577-p_e.jpg,https://www.zillow.com/homedetails/35-Shadwick-Dr-Toronto-ON-M9R-2V6/2062411631_zpid/,"35 Shadwick Dr, Toronto, ON M9R 2V6",Toronto,M9R2V6,3,4,1499000,43.638138,-79.420845,CONDO
50,https://photos.zillowstatic.com/fp/b1ca1b594c9850d3fd7c060d0a153628-p_e.jpg,https://www.zillow.com/homedetails/668-Brock-Ave-Toronto-ON-M6H-3P2/2062400452_zpid/,"668 Brock Ave, Toronto, ON M6H 3P2",Toronto,M6H3P2,12,6,4499888,43.695915,-79.55616,CONDO
51,https://photos.zillowstatic.com/fp/da7fc5410b58a0d8fa0c0e23d691e6cd-p_e.jpg,https://www.zillow.com/homedetails/88-N-Edgely-Ave-Toronto-ON-M1K-1T7/2079918374_zpid/,"88 N Edgely Ave, Toronto, ON M1K 1T7",Toronto,M1K1T7,3,2,1225000,43.77339,-79.41304,CONDO
52,https://photos.zillowstatic.com/fp/7e911537c12d97852d290d41ef7b06c6-p_e.jpg,https://www.zillow.com/homedetails/10-Eddystone-Ave-156-Toronto-ON-M3N-2T2/2062937579_zpid/,"10 Eddystone Ave #156, Toronto, ON M3N 2T2",Toronto,M3N2T2,4,2,489900,43.711655,-79.33481,CONDO
53,https://photos.zillowstatic.com/fp/189e3c7296db34c18b4468a888850e8f-p_e.jpg,https://www.zillow.com/homedetails/15-Stafford-St-513-Toronto-ON-M5V-3X6/2063212327_zpid/,"15 Stafford St #513, Toronto, ON M5V 3X6",Toronto,M5V3X6,1,1,19650,43.72163,-79.543816,CONDO
54,https://photos.zillowstatic.com/fp/707a26f0f44e61238416ccf26beaf154-p_e.jpg,https://www.zillow.com/homedetails/25-Markland-Dr-Toronto-ON-M9C-1M8/2062422630_zpid/,"25 Markland Dr, Toronto, ON M9C 1M8",Toronto,M9C1M8,4,2,1599000,43.63681,-79.397514,CONDO
55,https://photos.zillowstatic.com/fp/dccada0bd738966a70768ecb48402124-p_e.jpg,https://www.zillow.com/homedetails/7-Hanson-Rd-Toronto-ON-M6E-1T2/2062779100_zpid/,"7 Hanson Rd, Toronto, ON M6E 1T2",Toronto,M6E1T2,3,2,1274900,43.745888,-79.515816,CONDO
56,https://photos.zillowstatic.com/fp/77732717d5f2d021e32c81ad0cd2a625-p_e.jpg,https://www.zillow.com/homedetails/56A-Cedar-Brae-Blvd-Toronto-ON-M1J-2K5/2062418134_zpid/,"56A Cedar Brae Blvd, Toronto, ON M1J 2K5",Toronto,M1J2K5,4,4,1799000,43.63979,-79.40984,CONDO
57,https://photos.zillowstatic.com/fp/88afea9970beb74b67c7e884ca83528d-p_e.jpg,https://www.zillow.com/homedetails/7-Brimley-Rd-S-Toronto-ON-M1M-3W3/2071802588_zpid/,"7 Brimley Rd S, Toronto, ON M1M 3W3",Toronto,M1M3W3,3,2,1298000,43.661007,-79.36035,CONDO
58,https://photos.zillowstatic.com/fp/cf7adfe8d96fc349410a3bff7a37cbbf-p_e.jpg,https://www.zillow.com/homedetails/68-Lesmount-Ave-Toronto-ON-M4J-3V6/2062411669_zpid/,"68 Lesmount Ave, Toronto, ON M4J 3V6",Toronto,M4J3V6,3,2,999000,43.71074,-79.33373,CONDO
59,https://photos.zillowstatic.com/fp/b675aeb77c78cee8a4e73a20fec9f8e2-p_e.jpg,https://www.zillow.com/homedetails/19-Woodgarden-Cres-Toronto-ON-M1E-3K3/2062396714_zpid/,"19 Woodgarden Cres, Toronto, ON M1E 3K3",Toronto,M1E3K3,2,3,749900,43.767612,-79.512215,CONDO
60,https://photos.zillowstatic.com/fp/a5955239f79091f0b7e72cef2aea1ff9-p_e.jpg,https://www.zillow.com/homedetails/5-Michael-Power-Pl-1406-Toronto-ON-M9A-0A3/2062398129_zpid/,"5 Michael Power Pl #1406, Toronto, ON M9A 0A3",Toronto,M9A0A3,1,1,699900,43.697975,-79.299355,CONDO
61,https://photos.zillowstatic.com/fp/8e2d6d88cd887070ac7ed64358b48174-p_e.jpg,https://www.zillow.com/homedetails/779-Willowdale-Ave-Toronto-ON-M2N-5B5/2062401823_zpid/,"779 Willowdale Ave, Toronto, ON M2N 5B5",Toronto,M2N5B5,3,3,1699000,43.643013,-79.406204,TOWNHOUSE
62,https://photos.zillowstatic.com/fp/1b61c4aee5550c5fb5caa9084d62167e-p_e.jpg,https://www.zillow.com/homedetails/6-Sonic-Way-2403-Toronto-ON-M3C-0P1/2071793132_zpid/,"6 Sonic Way #2403, Toronto, ON M3C 0P1",Toronto,M3C0P1,2,2,599000,43.766026,-79.19796,TOWNHOUSE
63,https://photos.zillowstatic.com/fp/3daccec752d36c12fd3facb086de54fb-p_e.jpg,https://www.zillow.com/homedetails/7-Buckley-Cres-Toronto-ON-M9R-3K4/2062419879_zpid/,"7 Buckley Cres, Toronto, ON M9R 3K4",Toronto,M9R3K4,3,2,1099000,0,0,CONDO
64,https://photos.zillowstatic.com/fp/680680c1c5bb21f2beb2479428c7bcb6-p_e.jpg,https://www.zillow.com/homedetails/53-Pitt-Ave-Toronto-ON-M1L-2R3/2086917554_zpid/,"53 Pitt Ave, Toronto, ON M1L 2R3",Toronto,M1L2R3,4,2,609900,43.652912,-79.37035,CONDO
65,https://photos.zillowstatic.com/fp/26bdd250ef78b2c7b03d48cfc749b86c-p_e.jpg,https://www.zillow.com/homedetails/20-Thomas-Riley-Rd-1104-Toronto-ON-M9B-0C3/2062401816_zpid/,"20 Thomas Riley Rd #1104, Toronto, ON M9B 0C3",Toronto,M9B0C3,2,2,719900,43.75324,-79.49093,CONDO
66,https://photos.zillowstatic.com/fp/9cd431e386250bb854423d26ea14440d-p_e.jpg,https://www.zillow.com/homedetails/24-Royal-Rouge-Trl-Toronto-ON-M1B-4T3/2062744444_zpid/,"24 Royal Rouge Trl, Toronto, ON M1B 4T3",Toronto,M1B4T3,6,5,2888000,0,0,CONDO
67,https://photos.zillowstatic.com/fp/3cbf7034ed8fbac3c210040043af6afd-p_e.jpg,https://www.zillow.com/homedetails/115-McMahon-Dr-1511-Toronto-ON-M2K-0E3/2062404709_zpid/,"115 McMahon Dr #1511, Toronto, ON M2K 0E3",Toronto,M2K0E3,3,2,1249000,43.749504,-79.517136,TOWNHOUSE
68,https://photos.zillowstatic.com/fp/e643d718b8d000cb0341a02bc7ca2a15-p_e.jpg,https://www.zillow.com/homedetails/19-Bourdon-Ave-Toronto-ON-M6L-2Y7/2062412580_zpid/,"19 Bourdon Ave, Toronto, ON M6L 2Y7",Toronto,M6L2Y7,5,4,1799000,0,0,CONDO
69,https://photos.zillowstatic.com/fp/3282ba71b605b1bf54aa0c895c00ca5b-p_e.jpg,https://www.zillow.com/homedetails/488-University-Ave-3702-Toronto-ON-M5G-0C1/2073630034_zpid/,"488 University Ave #3702, Toronto, ON M5G 0C1",Toronto,M5G0C1,3,2,1588900,0,0,CONDO
70,https://photos.zillowstatic.com/fp/480925de2b1241b349eaff50e07b3b2d-p_e.jpg,https://www.zillow.com/homedetails/20-Sandringham-Dr-Toronto-ON-M5M-3G3/2062929800_zpid/,"20 Sandringham Dr, Toronto, ON M5M 3G3",Toronto,M5M3G3,5,7,10985000,43.732376,-79.53698,CONDO
71,https://photos.zillowstatic.com/fp/753eed178a07f78e1b071a95db8afb2a-p_e.jpg,https://www.zillow.com/homedetails/18-Graydon-Hall-Dr-UNIT-1803-Toronto-ON-M3A-0A2/2062403175_zpid/,"18 Graydon Hall Dr UNIT 1803, Toronto, ON M3A 0A2",Toronto,M3A0A2,2,2,798000,0,0,CONDO
72,https://photos.zillowstatic.com/fp/21d87e91a64c89ad82d41eef89767744-p_e.jpg,https://www.zillow.com/homedetails/62-Edenvale-Cres-Toronto-ON-M9A-4A6/2065640857_zpid/,"62 Edenvale Cres, Toronto, ON M9A 4A6",Toronto,M9A4A6,4,5,4449000,0,0,CONDO
73,https://photos.zillowstatic.com/fp/e795aad32ef99ab6758caf433d2dba61-p_e.jpg,https://www.zillow.com/homedetails/2179-Dundas-St-W-Toronto-ON-M6R-1X5/2065436531_zpid/,"2179 Dundas St W, Toronto, ON M6R 1X5",Toronto,M6R1X5,5,3,1399000,43.774803,-79.33691,CONDO
74,https://photos.zillowstatic.com/fp/346815283c6789c0ba324465e3dae4e4-p_e.jpg,https://www.zillow.com/homedetails/7-Yvonne-Ave-Toronto-ON-M3L-1C6/2068379338_zpid/,"7 Yvonne Ave, Toronto, ON M3L 1C6",Toronto,M3L1C6,3,3,999,43.753742,-79.448395,CONDO
75,https://photos.zillowstatic.com/fp/9fa8941aae8ff8106b9274d58503859b-p_e.jpg,https://www.zillow.com/homedetails/21-Willowhurst-Cres-Toronto-ON-M1R-3R7/2062419562_zpid/,"21 Willowhurst Cres, Toronto, ON M1R 3R7",Toronto,M1R3R7,3,2,928000,43.68828,-79.41355,CONDO
76,https://photos.zillowstatic.com/fp/3573d4eb853ae29ffd10a0e7e7cb8cc8-p_e.jpg,https://www.zillow.com/homedetails/50-Aileen-Ave-N-Toronto-ON-M6M-1E6/2063304643_zpid/,"50 Aileen Ave N, Toronto, ON M6M 1E6",Toronto,M6M1E6,3,2,949000,43.774033,-79.25801,CONDO
77,https://photos.zillowstatic.com/fp/c5089529a2601f6dbfb553c4ae2e5207-p_e.jpg,https://www.zillow.com/homedetails/117-Estelle-Ave-Toronto-ON-M2N-5H6/2062412924_zpid/,"117 Estelle Ave, Toronto, ON M2N 5H6",Toronto,M2N5H6,3,2,1799000,43.74747,-79.58333,CONDO
78,https://photos.zillowstatic.com/fp/e1cda60792f1b2c6f204f5eac2264d37-p_e.jpg,https://www.zillow.com/homedetails/30-Huddleston-Ct-Toronto-ON-M1L-4L2/2062416071_zpid/,"30 Huddleston Ct, Toronto, ON M1L 4L2",Toronto,M1L4L2,3,2,949900,43.654842,-79.38468,CONDO
79,https://photos.zillowstatic.com/fp/90e7e96e8da50988d2ac0c10519c008c-p_e.jpg,https://www.zillow.com/homedetails/5-Northtown-Way-UNIT-1102-Toronto-ON-M2N-7A1/2062396673_zpid/,"5 Northtown Way UNIT 1102, Toronto, ON M2N 7A1",Toronto,M2N7A1,2,2,889000,43.749928,-79.26863,CONDO
80,https://photos.zillowstatic.com/fp/ad8dadc56e0ae64169604888b5ddb397-p_e.jpg,https://www.zillow.com/homedetails/1-Bloor-St-W-LP7900-Toronto-ON-M4W-1A3/2067413131_zpid/,"1 Bloor St W #LP7900, Toronto, ON M4W 1A3",Toronto,M4W1A3,5,7,34700000,43.74371,-79.213005,CONDO
81,https://photos.zillowstatic.com/fp/e6bffa69083f3c443f50cfb4d4634ecc-p_e.jpg,https://www.zillow.com/homedetails/109-Garden-Ave-Toronto-ON-M6R-1H8/2062396696_zpid/,"109 Garden Ave, Toronto, ON M6R 1H8",Toronto,M6R1H8,3,3,2100000,43.72432,-79.30328,TOWNHOUSE
82,https://photos.zillowstatic.com/fp/c084c6fdc616ec91ea4cfcf4fae8c25f-p_e.jpg,https://www.zillow.com/homedetails/194-Dawlish-Ave-Toronto-ON-M4N-1H5/2062396719_zpid/,"194 Dawlish Ave, Toronto, ON M4N 1H5",Toronto,M4N1H5,4,4,4600000,43.638134,-79.39147,CONDO
