listing image,listing url,full address,zipcode,latitude,longitude
https://photos.zillowstatic.com/fp/88cb880d753ec6ed006fe0e9e8d98974-p_e.jpg,https://www.zillow.com/homedetails/371-Orton-Park-Rd-90-Toronto-ON-M1G-3V1/2063238445_zpid/,"371 Orton Park Rd #90, Toronto, ON M1G 3V1",M1G3V1,43.719334,-79.33631
https://photos.zillowstatic.com/fp/eca394ec9310846ff2c4cb87ab719adc-p_e.jpg,https://www.zillow.com/homedetails/25-Knowlton-Dr-Toronto-ON-M1M-2G8/2062396712_zpid/,"25 Knowlton Dr, Toronto, ON M1M 2G8",M1M2G8,43.764618,-79.49201
https://photos.zillowstatic.com/fp/db80a1905f6ab059195302e3e20853e1-p_e.jpg,https://www.zillow.com/homedetails/4-Princeway-Dr-Toronto-ON-M1R-2V9/2062401824_zpid/,"4 Princeway Dr, Toronto, ON M1R 2V9",M1R2V9,43.770447,-79.5201
https://photos.zillowstatic.com/fp/44b2496c25b5b0a0eb9d41488b3dd195-p_e.jpg,https://www.zillow.com/homedetails/2-Lynch-Rd-Toronto-ON-M2J-2V5/2062403181_zpid/,"2 Lynch Rd, Toronto, ON M2J 2V5",M2J2V5,43.593613,-79.535904
https://photos.zillowstatic.com/fp/a22b4f4811e428acee8b5435f54e2c08-p_e.jpg,https://www.zillow.com/homedetails/50-Sunny-Glenway-110-Toronto-ON-M3C-2Z2/2065457919_zpid/,"50 Sunny Glenway #110, Toronto, ON M3C 2Z2",M3C2Z2,43.780964,-79.24979
https://photos.zillowstatic.com/fp/b5bbda19848e563d149a4c0a059fd613-p_e.jpg,https://www.zillow.com/homedetails/68-Abell-St-720-Toronto-ON-M6J-0B1/2066645045_zpid/,"68 Abell St #720, Toronto, ON M6J 0B1",M6J0B1,43.769455,-79.51981
https://photos.zillowstatic.com/fp/112671603f5cd5cb0321d086e40194e8-p_e.jpg,https://www.zillow.com/homedetails/88-Harbour-St-2405-Toronto-ON-M5J-0C3/2078481741_zpid/,"88 Harbour St #2405, Toronto, ON M5J 0C3",M5J0C3,43.74851,-79.5059
https://photos.zillowstatic.com/fp/589ebd9063be8fcc41b612d469d7de45-p_e.jpg,https://www.zillow.com/homedetails/16-Guildpark-Ptwy-Toronto-ON-M1J-3P1/2062403177_zpid/,"16 Guildpark Ptwy, Toronto, ON M1J 3P1",M1J3P1,43.770447,-79.5201
https://photos.zillowstatic.com/fp/cc04ac4c7372b878d0c93d222d369771-p_e.jpg,https://www.zillow.com/homedetails/29-Mulock-Ave-Toronto-ON-M6N-3C3/2062396702_zpid/,"29 Mulock Ave, Toronto, ON M6N 3C3",M6N3C3,43.770447,-79.5201
https://photos.zillowstatic.com/fp/38883c57bcae3586e26edd06d926b913-p_e.jpg,https://www.zillow.com/homedetails/36-Pritchard-Ave-Toronto-ON-M6N-1T3/2062396697_zpid/,"36 Pritchard Ave, Toronto, ON M6N 1T3",M6N1T3,43.74851,-79.5059
https://photos.zillowstatic.com/fp/d458e4d93e1a3fbc1fb91b42d6e18dde-p_e.jpg,https://www.zillow.com/homedetails/53-Valley-Stream-Dr-Toronto-ON-M1V-2A4/2062396727_zpid/,"53 Valley Stream Dr, Toronto, ON M1V 2A4",M1V2A4,43.769455,-79.51981
"https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=43.752479553222656,-79.25090026855469&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=HLHhKd5E2JMKIBqTcZqqgAWpoZc=",https://www.zillow.com/homedetails/32-Anticosti-Dr-Toronto-ON-M1J-1V5/2062401332_zpid/,"32 Anticosti Dr, Toronto, ON M1J 1V5",M1J1V5,43.70731,-79.465744
https://photos.zillowstatic.com/fp/d7fc769922ddee938a4f08eacb39b28b-p_e.jpg,https://www.zillow.com/homedetails/111-Caroline-Ave-Toronto-ON-M4M-2X6/2062396736_zpid/,"111 Caroline Ave, Toronto, ON M4M 2X6",M4M2X6,43.643013,-79.406204
https://photos.zillowstatic.com/fp/76e7f3fc3d5e7e553ae706a075243c98-p_e.jpg,https://www.zillow.com/homedetails/30-Meadowacres-Dr-Toronto-ON-M1T-1B2/2064085794_zpid/,"30 Meadowacres Dr, Toronto, ON M1T 1B2",M1T1B2,43.64635,-79.39363
https://photos.zillowstatic.com/fp/48f71c51f0b79b1a02096a4b1880a4ba-p_e.jpg,https://www.zillow.com/homedetails/35-Mervyn-Ave-Toronto-ON-M9B-1N2/2062396694_zpid/,"35 Mervyn Ave, Toronto, ON M9B 1N2",M9B1N2,43.65096,-79.36789
https://photos.zillowstatic.com/fp/aa39dbe4f10bb80fb35ec6581d261ed8-p_e.jpg,https://www.zillow.com/homedetails/33-Tweedrock-Cres-Toronto-ON-M1E-4L4/2068556395_zpid/,"33 Tweedrock Cres, Toronto, ON M1E 4L4",M1E4L4,43.77824,-79.41777
https://photos.zillowstatic.com/fp/e607f52634a0d11b7340eddc8d668a2c-p_e.jpg,https://www.zillow.com/homedetails/103-Lynvalley-Cres-Toronto-ON-M1R-2V1/2062411655_zpid/,"103 Lynvalley Cres, Toronto, ON M1R 2V1",M1R2V1,43.648827,-79.3781
https://photos.zillowstatic.com/fp/5a85d9a17fa832a98c79b682873da8b9-p_e.jpg,https://www.zillow.com/homedetails/31-Applefield-Dr-Toronto-ON-M1P-3Y1/2062401131_zpid/,"31 Applefield Dr, Toronto, ON M1P 3Y1",M1P3Y1,43.72163,-79.543816
https://photos.zillowstatic.com/fp/aa1d3304c2172889f06f71f703777178-p_e.jpg,https://www.zillow.com/homedetails/1392-Islington-Ave-Toronto-ON-M9A-3K7/2062418128_zpid/,"1392 Islington Ave, Toronto, ON M9A 3K7",M9A3K7,43.78311,-79.41517
https://photos.zillowstatic.com/fp/cb66b1b726fd145163cae5ea9448000b-p_e.jpg,https://www.zillow.com/homedetails/116-Seaton-St-Toronto-ON-M5A-2T3/2062401976_zpid/,"116 Seaton St, Toronto, ON M5A 2T3",M5A2T3,43.77618,-79.18265
https://photos.zillowstatic.com/fp/9a1478391ad7cba29201aecde8eb1f75-p_e.jpg,https://www.zillow.com/homedetails/106-Tecumseth-St-Toronto-ON-M6J-2H1/2062396734_zpid/,"106 Tecumseth St, Toronto, ON M6J 2H1",M6J2H1,43.745888,-79.515816
https://photos.zillowstatic.com/fp/1215fc4b84ba7a9ad14ce9173547fcee-p_e.jpg,https://www.zillow.com/homedetails/8-Packard-Blvd-W-Toronto-ON-M1P-4K1/2062419874_zpid/,"8 Packard Blvd W, Toronto, ON M1P 4K1",M1P4K1,43.60879,-79.547585
https://photos.zillowstatic.com/fp/10b1d8e3997701d2e4844ffe4d593e82-p_e.jpg,https://www.zillow.com/homedetails/302-Montrose-Ave-Toronto-ON-M6G-3G8/2062411656_zpid/,"302 Montrose Ave, Toronto, ON M6G 3G8",M6G3G8,43.648827,-79.3781
https://photos.zillowstatic.com/fp/e6a0698d9e231c8d4d272ffb39087f09-p_e.jpg,https://www.zillow.com/homedetails/127-Regent-Rd-Toronto-ON-M3K-1H5/2062411626_zpid/,"127 Regent Rd, Toronto, ON M3K 1H5",M3K1H5,43.695618,-79.553856
https://photos.zillowstatic.com/fp/ebc625d24851ca7e1d1ea8cb2dd23e97-p_e.jpg,https://www.zillow.com/homedetails/138-Hatherley-Rd-Toronto-ON-M6E-1W5/2065572614_zpid/,"138 Hatherley Rd, Toronto, ON M6E 1W5",M6E1W5,43.79012,-79.3928
https://photos.zillowstatic.com/fp/6cb46cbc854225f5a5e113a3d93cd8e7-p_e.jpg,https://www.zillow.com/homedetails/1-Windal-Ave-Toronto-ON-M9N-2C2/2062411619_zpid/,"1 Windal Ave, Toronto, ON M9N 2C2",M9N2C2,43.638775,-79.41172
https://photos.zillowstatic.com/fp/5e02ee12b23590ac50e15e95b9294f6e-p_e.jpg,https://www.zillow.com/homedetails/18-Waterfield-Dr-Toronto-ON-M1P-3W5/2062396740_zpid/,"18 Waterfield Dr, Toronto, ON M1P 3W5",M1P3W5,43.648827,-79.3781
https://photos.zillowstatic.com/fp/c2b41da7d65acff2b2f4f9982862297c-p_e.jpg,https://www.zillow.com/homedetails/251-Manitoba-St-327-Toronto-ON-M8Y-0C7/2070071179_zpid/,"251 Manitoba St #327, Toronto, ON M8Y 0C7",M8Y0C7,43.59323,-79.53615
https://photos.zillowstatic.com/fp/31d4151c167ea349aa3699a1086cac11-p_e.jpg,https://www.zillow.com/homedetails/119-Curzon-St-Toronto-ON-M4M-3B3/2063050009_zpid/,"119 Curzon St, Toronto, ON M4M 3B3",M4M3B3,43.733185,-79.26924
https://photos.zillowstatic.com/fp/a32e02f327473bc28e9fd5f0347d9577-p_e.jpg,https://www.zillow.com/homedetails/35-Shadwick-Dr-Toronto-ON-M9R-2V6/2062411631_zpid/,"35 Shadwick Dr, Toronto, ON M9R 2V6",M9R2V6,43.638138,-79.420845
https://photos.zillowstatic.com/fp/da7fc5410b58a0d8fa0c0e23d691e6cd-p_e.jpg,https://www.zillow.com/homedetails/88-N-Edgely-Ave-Toronto-ON-M1K-1T7/2079918374_zpid/,"88 N Edgely Ave, Toronto, ON M1K 1T7",M1K1T7,43.77339,-79.41304
https://photos.zillowstatic.com/fp/7e911537c12d97852d290d41ef7b06c6-p_e.jpg,https://www.zillow.com/homedetails/10-Eddystone-Ave-156-Toronto-ON-M3N-2T2/2062937579_zpid/,"10 Eddystone Ave #156, Toronto, ON M3N 2T2",M3N2T2,43.711655,-79.33481
https://photos.zillowstatic.com/fp/189e3c7296db34c18b4468a888850e8f-p_e.jpg,https://www.zillow.com/homedetails/15-Stafford-St-513-Toronto-ON-M5V-3X6/2063212327_zpid/,"15 Stafford St #513, Toronto, ON M5V 3X6",M5V3X6,43.72163,-79.543816
https://photos.zillowstatic.com/fp/707a26f0f44e61238416ccf26beaf154-p_e.jpg,https://www.zillow.com/homedetails/25-Markland-Dr-Toronto-ON-M9C-1M8/2062422630_zpid/,"25 Markland Dr, Toronto, ON M9C 1M8",M9C1M8,43.63681,-79.397514
https://photos.zillowstatic.com/fp/dccada0bd738966a70768ecb48402124-p_e.jpg,https://www.zillow.com/homedetails/7-Hanson-Rd-Toronto-ON-M6E-1T2/2062779100_zpid/,"7 Hanson Rd, Toronto, ON M6E 1T2",M6E1T2,43.745888,-79.515816
https://photos.zillowstatic.com/fp/77732717d5f2d021e32c81ad0cd2a625-p_e.jpg,https://www.zillow.com/homedetails/56A-Cedar-Brae-Blvd-Toronto-ON-M1J-2K5/2062418134_zpid/,"56A Cedar Brae Blvd, Toronto, ON M1J 2K5",M1J2K5,43.63979,-79.40984
https://photos.zillowstatic.com/fp/88afea9970beb74b67c7e884ca83528d-p_e.jpg,https://www.zillow.com/homedetails/7-Brimley-Rd-S-Toronto-ON-M1M-3W3/2071802588_zpid/,"7 Brimley Rd S, Toronto, ON M1M 3W3",M1M3W3,43.661007,-79.36035
https://photos.zillowstatic.com/fp/cf7adfe8d96fc349410a3bff7a37cbbf-p_e.jpg,https://www.zillow.com/homedetails/68-Lesmount-Ave-Toronto-ON-M4J-3V6/2062411669_zpid/,"68 Lesmount Ave, Toronto, ON M4J 3V6",M4J3V6,43.71074,-79.33373
https://photos.zillowstatic.com/fp/b675aeb77c78cee8a4e73a20fec9f8e2-p_e.jpg,https://www.zillow.com/homedetails/19-Woodgarden-Cres-Toronto-ON-M1E-3K3/2062396714_zpid/,"19 Woodgarden Cres, Toronto, ON M1E 3K3",M1E3K3,43.767612,-79.512215
https://photos.zillowstatic.com/fp/a5955239f79091f0b7e72cef2aea1ff9-p_e.jpg,https://www.zillow.com/homedetails/5-Michael-Power-Pl-1406-Toronto-ON-M9A-0A3/2062398129_zpid/,"5 Michael Power Pl #1406, Toronto, ON M9A 0A3",M9A0A3,43.697975,-79.299355
https://photos.zillowstatic.com/fp/8e2d6d88cd887070ac7ed64358b48174-p_e.jpg,https://www.zillow.com/homedetails/779-Willowdale-Ave-Toronto-ON-M2N-5B5/2062401823_zpid/,"779 Willowdale Ave, Toronto, ON M2N 5B5",M2N5B5,43.643013,-79.406204
https://photos.zillowstatic.com/fp/1b61c4aee5550c5fb5caa9084d62167e-p_e.jpg,https://www.zillow.com/homedetails/6-Sonic-Way-2403-Toronto-ON-M3C-0P1/2071793132_zpid/,"6 Sonic Way #2403, Toronto, ON M3C 0P1",M3C0P1,43.766026,-79.19796
https://photos.zillowstatic.com/fp/680680c1c5bb21f2beb2479428c7bcb6-p_e.jpg,https://www.zillow.com/homedetails/53-Pitt-Ave-Toronto-ON-M1L-2R3/2086917554_zpid/,"53 Pitt Ave, Toronto, ON M1L 2R3",M1L2R3,43.652912,-79.37035
https://photos.zillowstatic.com/fp/26bdd250ef78b2c7b03d48cfc749b86c-p_e.jpg,https://www.zillow.com/homedetails/20-Thomas-Riley-Rd-1104-Toronto-ON-M9B-0C3/2062401816_zpid/,"20 Thomas Riley Rd #1104, Toronto, ON M9B 0C3",M9B0C3,43.75324,-79.49093
https://photos.zillowstatic.com/fp/3cbf7034ed8fbac3c210040043af6afd-p_e.jpg,https://www.zillow.com/homedetails/115-McMahon-Dr-1511-Toronto-ON-M2K-0E3/2062404709_zpid/,"115 McMahon Dr #1511, Toronto, ON M2K 0E3",M2K0E3,43.749504,-79.517136
https://photos.zillowstatic.com/fp/480925de2b1241b349eaff50e07b3b2d-p_e.jpg,https://www.zillow.com/homedetails/20-Sandringham-Dr-Toronto-ON-M5M-3G3/2062929800_zpid/,"20 Sandringham Dr, Toronto, ON M5M 3G3",M5M3G3,43.732376,-79.53698
https://photos.zillowstatic.com/fp/e795aad32ef99ab6758caf433d2dba61-p_e.jpg,https://www.zillow.com/homedetails/2179-Dundas-St-W-Toronto-ON-M6R-1X5/2065436531_zpid/,"2179 Dundas St W, Toronto, ON M6R 1X5",M6R1X5,43.774803,-79.33691
https://photos.zillowstatic.com/fp/9fa8941aae8ff8106b9274d58503859b-p_e.jpg,https://www.zillow.com/homedetails/21-Willowhurst-Cres-Toronto-ON-M1R-3R7/2062419562_zpid/,"21 Willowhurst Cres, Toronto, ON M1R 3R7",M1R3R7,43.68828,-79.41355
https://photos.zillowstatic.com/fp/3573d4eb853ae29ffd10a0e7e7cb8cc8-p_e.jpg,https://www.zillow.com/homedetails/50-Aileen-Ave-N-Toronto-ON-M6M-1E6/2063304643_zpid/,"50 Aileen Ave N, Toronto, ON M6M 1E6",M6M1E6,43.774033,-79.25801
https://photos.zillowstatic.com/fp/c5089529a2601f6dbfb553c4ae2e5207-p_e.jpg,https://www.zillow.com/homedetails/117-Estelle-Ave-Toronto-ON-M2N-5H6/2062412924_zpid/,"117 Estelle Ave, Toronto, ON M2N 5H6",M2N5H6,43.74747,-79.58333
https://photos.zillowstatic.com/fp/e1cda60792f1b2c6f204f5eac2264d37-p_e.jpg,https://www.zillow.com/homedetails/30-Huddleston-Ct-Toronto-ON-M1L-4L2/2062416071_zpid/,"30 Huddleston Ct, Toronto, ON M1L 4L2",M1L4L2,43.654842,-79.38468
https://photos.zillowstatic.com/fp/90e7e96e8da50988d2ac0c10519c008c-p_e.jpg,https://www.zillow.com/homedetails/5-Northtown-Way-UNIT-1102-Toronto-ON-M2N-7A1/2062396673_zpid/,"5 Northtown Way UNIT 1102, Toronto, ON M2N 7A1",M2N7A1,43.749928,-79.26863
https://photos.zillowstatic.com/fp/e6bffa69083f3c443f50cfb4d4634ecc-p_e.jpg,https://www.zillow.com/homedetails/109-Garden-Ave-Toronto-ON-M6R-1H8/2062396696_zpid/,"109 Garden Ave, Toronto, ON M6R 1H8",M6R1H8,43.72432,-79.30328
https://photos.zillowstatic.com/fp/c084c6fdc616ec91ea4cfcf4fae8c25f-p_e.jpg,https://www.zillow.com/homedetails/194-Dawlish-Ave-Toronto-ON-M4N-1H5/2062396719_zpid/,"194 Dawlish Ave, Toronto, ON M4N 1H5",M4N1H5,43.638134,-79.39147
https://photos.zillowstatic.com/fp/2306d91954f5f1182170136d06bb6417-p_e.jpg,https://www.zillow.com/homedetails/435-Richmond-St-W-207-Toronto-ON-M5V-0N3/2062396661_zpid/,"435 Richmond St W #207, Toronto, ON M5V 0N3",M5V0N3,43.79448,-79.31232
https://photos.zillowstatic.com/fp/f01d7d773ed557da5074726b011ce4a9-p_e.jpg,https://www.zillow.com/homedetails/56-Codsell-Ave-Toronto-ON-M3H-3V9/2062396737_zpid/,"56 Codsell Ave, Toronto, ON M3H 3V9",M3H3V9,43.649258,-79.37576
https://photos.zillowstatic.com/fp/778d6b856704d6e57318e7d439970b64-p_e.jpg,https://www.zillow.com/homedetails/17-Trowell-Ave-Toronto-ON-M6M-1L3/2062419875_zpid/,"17 Trowell Ave, Toronto, ON M6M 1L3",M6M1L3,43.753036,-79.48941
https://photos.zillowstatic.com/fp/a6912a9d29c42ed3d5f7cccc91da4ad1-p_e.jpg,https://www.zillow.com/homedetails/55-Centre-Ave-1103-Toronto-ON-M5G-2H5/2071840204_zpid/,"55 Centre Ave #1103, Toronto, ON M5G 2H5",M5G2H5,43.714233,-79.55794
https://photos.zillowstatic.com/fp/91723da0b68978873d49c21b5e3f4dce-p_e.jpg,https://www.zillow.com/homedetails/20-Winston-Ave-Toronto-ON-M1N-1W3/2062411664_zpid/,"20 Winston Ave, Toronto, ON M1N 1W3",M1N1W3,43.640415,-79.56309
https://photos.zillowstatic.com/fp/1291ab23141dd199cb96e359182e80a3-p_e.jpg,https://www.zillow.com/homedetails/92-Shelborne-Ave-Toronto-ON-M5N-1Z3/2062396731_zpid/,"92 Shelborne Ave, Toronto, ON M5N 1Z3",M5N1Z3,43.71093,-79.32513
https://photos.zillowstatic.com/fp/7d7b3fa70ae23242326f50b3e9efcb41-p_e.jpg,https://www.zillow.com/homedetails/43-Flagman-St-Toronto-ON-M4E-3X6/2062411677_zpid/,"43 Flagman St, Toronto, ON M4E 3X6",M4E3X6,43.637733,-79.48798
https://photos.zillowstatic.com/fp/2163e86f8f0d78a4c2e615e2e3297525-p_e.jpg,https://www.zillow.com/homedetails/52-Whitley-Ave-Toronto-ON-M3K-1A2/2062414992_zpid/,"52 Whitley Ave, Toronto, ON M3K 1A2",M3K1A2,43.681126,-79.332436
https://photos.zillowstatic.com/fp/156743545a2e0113452cefc1fec9d295-p_e.jpg,https://www.zillow.com/homedetails/17-Fordover-Dr-Toronto-ON-M1E-1T7/2065558599_zpid/,"17 Fordover Dr, Toronto, ON M1E 1T7",M1E1T7,43.654713,-79.3792
https://photos.zillowstatic.com/fp/9569da1d761e7bbb6115d43c5ecba49a-p_e.jpg,https://www.zillow.com/homedetails/957-Danforth-Rd-Toronto-ON-M1K-1J2/2062412449_zpid/,"957 Danforth Rd, Toronto, ON M1K 1J2",M1K1J2,43.73658,-79.257835
https://photos.zillowstatic.com/fp/62bcf30d87217a3f675f624bc8733f5b-p_e.jpg,https://www.zillow.com/homedetails/36-Woodrow-Ave-Toronto-ON-M4C-5S2/2062413436_zpid/,"36 Woodrow Ave, Toronto, ON M4C 5S2",M4C5S2,43.640327,-79.56238
https://photos.zillowstatic.com/fp/2d83e0e1006690e4a86d34911a48d793-p_e.jpg,https://www.zillow.com/homedetails/27-Brooklyn-Ave-Toronto-ON-M4M-2X4/2062417131_zpid/,"27 Brooklyn Ave, Toronto, ON M4M 2X4",M4M2X4,43.637733,-79.48798
https://photos.zillowstatic.com/fp/85b472630086c2bf8fbadc5c21919931-p_e.jpg,https://www.zillow.com/homedetails/18-Concorde-Pl-PENTHOUSE-3-Toronto-ON-M3C-3T9/2062396663_zpid/,"18 Concorde Pl PENTHOUSE 3, Toronto, ON M3C 3T9",M3C3T9,43.645473,-79.39232
https://photos.zillowstatic.com/fp/16224151a6b9638adfb5378a2981ba2e-p_e.jpg,https://www.zillow.com/homedetails/146-Tecumseth-St-Toronto-ON-M6J-2H4/2062410406_zpid/,"146 Tecumseth St, Toronto, ON M6J 2H4",M6J2H4,43.714245,-79.45384
https://photos.zillowstatic.com/fp/df5fffc35ae0ead98bf642fe93e54822-p_e.jpg,https://www.zillow.com/homedetails/49-Dryden-Way-Toronto-ON-M9R-0B2/2063148141_zpid/,"49 Dryden Way, Toronto, ON M9R 0B2",M9R0B2,43.634823,-79.40156
https://photos.zillowstatic.com/fp/84e6ab4865cd7d88ffd60b1f916483ef-p_e.jpg,https://www.zillow.com/homedetails/54-Glenview-Ave-Toronto-ON-M4R-1P6/2062411676_zpid/,"54 Glenview Ave, Toronto, ON M4R 1P6",M4R1P6,43.64718,-79.39106
"https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=43.73237609863281,-79.53697967529297&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=2dfgxtOkVCwhp0tOYT_AeZla2q4=",https://www.zillow.com/homedetails/3077-Weston-Rd-1501-Toronto-ON-M9M-3A1/2062401980_zpid/,"3077 Weston Rd #1501, Toronto, ON M9M 3A1",M9M3A1,43.640327,-79.56238
https://photos.zillowstatic.com/fp/191d9c882a964626c8d18f1c6b912c42-p_e.jpg,https://www.zillow.com/homedetails/196-Fern-Ave-Toronto-ON-M6R-1K4/2062416608_zpid/,"196 Fern Ave, Toronto, ON M6R 1K4",M6R1K4,43.797565,-79.31985
https://photos.zillowstatic.com/fp/6ff3bcc88e65e36a743b2be0fdc8458b-p_e.jpg,https://www.zillow.com/homedetails/350-Brooke-Ave-Toronto-ON-M5M-2L3/2062413858_zpid/,"350 Brooke Ave, Toronto, ON M5M 2L3",M5M2L3,43.75267,-79.5151
https://photos.zillowstatic.com/fp/ee8dcc400d46cedb01366b4ce3a01e5c-p_e.jpg,https://www.zillow.com/homedetails/490-Markham-St-Toronto-ON-M6G-2L3/2062411672_zpid/,"490 Markham St, Toronto, ON M6G 2L3",M6G2L3,43.750698,-79.46505
https://photos.zillowstatic.com/fp/6a80991829c80c1f8cc0067210dfb27c-p_e.jpg,https://www.zillow.com/homedetails/98-Kendal-Ave-Toronto-ON-M5R-1L9/2062401775_zpid/,"98 Kendal Ave, Toronto, ON M5R 1L9",M5R1L9,43.804848,-79.21674
https://photos.zillowstatic.com/fp/4ce492df505c2789a2eac017c94b231e-p_e.jpg,https://www.zillow.com/homedetails/47-Tommy-Douglas-Gdns-Toronto-ON-M6B-4N3/2062418130_zpid/,"47 Tommy Douglas Gdns, Toronto, ON M6B 4N3",M6B4N3,43.710346,-79.39317
https://photos.zillowstatic.com/fp/df0215838985c78e7d36d6ab476a4caa-p_e.jpg,https://www.zillow.com/homedetails/85-Garnier-Ct-Toronto-ON-M2M-4C8/2062443902_zpid/,"85 Garnier Ct, Toronto, ON M2M 4C8",M2M4C8,43.661106,-79.37658
https://photos.zillowstatic.com/fp/92223ec16b5c205e835f526b6f21e1d1-p_e.jpg,https://www.zillow.com/homedetails/16-Jersey-Ave-Toronto-ON-M6G-3A3/2062417255_zpid/,"16 Jersey Ave, Toronto, ON M6G 3A3",M6G3A3,43.813545,-79.32216
https://photos.zillowstatic.com/fp/fca380d5d1e00c8bdd28a80a4eb4c013-p_e.jpg,https://www.zillow.com/homedetails/24-A-Cedar-Brae-Blvd-Toronto-ON-M1J-2K3/2082902909_zpid/,"24 A Cedar Brae Blvd, Toronto, ON M1J 2K3",M1J2K3,43.73627,-79.47671
https://photos.zillowstatic.com/fp/db0c4f1dfc94b8e0db5da870087aa91e-p_e.jpg,https://www.zillow.com/homedetails/5-Greystone-Walk-Dr-906-Toronto-ON-M1K-5J5/2063346355_zpid/,"5 Greystone Walk Dr #906, Toronto, ON M1K 5J5",M1K5J5,43.72208,-79.543945
https://photos.zillowstatic.com/fp/6657a0e528cff6c51ad186d265406618-p_e.jpg,https://www.zillow.com/homedetails/625-The-West-Mall-PENTHOUSE-5-Toronto-ON-M9C-4W9/2070852607_zpid/,"625 The West Mall PENTHOUSE 5, Toronto, ON M9C 4W9",M9C4W9,43.814484,-79.325325
https://photos.zillowstatic.com/fp/5157faaa6b24bb3a44559fe26e2c5d8e-p_e.jpg,https://www.zillow.com/homedetails/214-Winona-Dr-Toronto-ON-M6C-3S2/2062416115_zpid/,"214 Winona Dr, Toronto, ON M6C 3S2",M6C3S2,43.678783,-79.49515
https://photos.zillowstatic.com/fp/5d4e37fe413bf0242d9419a1bd2fb5eb-p_e.jpg,https://www.zillow.com/homedetails/8-Delia-Ct-Toronto-ON-M3H-3G8/2062410562_zpid/,"8 Delia Ct, Toronto, ON M3H 3G8",M3H3G8,43.787228,-79.19468
https://photos.zillowstatic.com/fp/ccd72b34da141faf6bcdb1324bc99724-p_e.jpg,https://www.zillow.com/homedetails/500-Saint-Clair-Ave-W-709-Toronto-ON-M6C-1A8/2071816708_zpid/,"500 Saint Clair Ave W #709, Toronto, ON M6C 1A8",M6C1A8,43.72016,-79.33666
